Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,min,max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Group Ranking?,Field Annotation
ae_has_confirmed_w_pi,adverse_events_beta,,checkbox,Confirm Serious Adverse Event has been discussed with site PI,"1, Yes, I have confirmed with the site PI",,,,,,"[ae_is_serious] = ""1"" and [ae_related_to_pt] > 3",y,,,,,
ae_is_susar,adverse_events_beta,,yesno,Does event qualify as a SUSAR?,,,,,,,"[ae_is_serious] = ""1"" and [ae_related_to_pt] > 3",y,,,,,
ae_has_reported_susar,adverse_events_beta,,checkbox,"<div class=""rich-text-field-label""><p><span style=""font-weight: normal; font-family: 'Open Sans', -apple-system, BlinkMacSystemFont, 'Segoe UI', Roboto, 'Helvetica Neue', Helvetica, Arial, Arial, sans-serif, 'Apple Color Emoji', 'Segoe UI Emoji', 'Segoe UI Symbol';"">Confirm SUSAR has been reported:</span></p> <ul> <li><span style=""font-weight: normal;"">To the sponsor (WSLHD-ResearchOffice@health.nsw.gov.au)</span></li> <li><span style=""font-weight: normal;"">To the chair of the DSMB (ian.seppelt@sydney.edu.au)</span></li> <li><span style=""font-weight: normal;"">To the CPI (jonathan.iredell@sydney.edu.au)</span></li> </ul></div>","1, Yes, SUSAR reported to Sponsor, Chair of the DSMB, and the CPI",,,,,,"[ae_is_serious] = ""1"" and [ae_related_to_pt] > 3",y,,,,,
ae_req_treatment_eval,adverse_events_beta,,notes,Any required treatment or evaluation?,,,,,,,,,,,,,
ae_final_outcome,adverse_events_beta,,radio,Final outcome,"1, Resolution | 2, Stabilisation | 3, No longer clinically significant | 4, Participant lost to follow-up",,,,,,,y,,,,,
ae_date_final_outcome,adverse_events_beta,,text,Date of final outcome,,,date_dmy,,,,,,,,,,
wd_no_inclusion_msg,withdrawal_beta,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""background-color: #e03e2d; color: #ffffff;"">     Patient DOES NOT MEET INCLUSION CRITERIA     </span></h3></div>",,,,,,,[sc_meets_inclusion] < 1,,,,,,
wd_reason,withdrawal_beta,,radio,Withdrawal reason. To be completed for all withdrawn participants. ,"1, Participant completed trial including at least 6 month follow-up | 2, Participant lost to follow-up | 3, Participant has withdrawn consent for all data collection | 4, Participant has withdrawn consent for monitoring samples to be drawn but ongoing collection of clinical data is permitted",,,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
wd_withdrawal_date,withdrawal_beta,,text,Date of Withdrawal,,,date_dmy,,,,"[sc_meets_inclusion] = ""1"" and [wd_reason] = ""2"" or [wd_reason]=""3""",y,,,,,
fp_no_inclusion_msg,followup_beta,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""background-color: #e03e2d; color: #ffffff;"">     Patient DOES NOT MEET INCLUSION CRITERIA     </span></h3></div>",,,,,,,[sc_meets_inclusion] < 1,,,,,,
fp_has_6mo_followup,followup_beta,,yesno,Was follow-up performed at least 6 months after completion of phage therapy?,,,,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
fp_no_followup_reasons,followup_beta,,notes,Why wasn't followup performed?,,,,,,,"[sc_meets_inclusion] = ""1"" and [fp_has_6mo_followup] = ""0""",y,,,,,
fp_months_lt_6,followup_beta,,radio,"How long after completion of phage therapy was last follow-up performed, in months","1, 1 month after completion | 2, 2 months | 3, 3 months | 4, 4 months | 5, 5 months",,,,,,"[sc_meets_inclusion] = ""1"" and [fp_has_6mo_followup] = ""0""",y,,,,,
fp_months_gt_6,followup_beta,,radio,"How long after completion of phage therapy was last follow-up performed, in months?","1, 6 months after completion | 2, 6-12 months | 3, > 12 months",,,,,,"[sc_meets_inclusion] = ""1"" and [fp_has_6mo_followup] = ""1""",y,,,,,
fp_last_visit_date,followup_beta,,text,Date of final follow-up visit,,,date_dmy,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
fp_clinical_resp_2wk_after,followup_beta,,radio,What clinical response to phage therapy was determined 2 weeks after completion of therapy,"1, Cure - no evidence of ongoing infection: resolution of clinical symptoms and signs, radiological and laboratory parameters of disease, and microbiological clearance of target pathogen from site of infection | 2, Partial response | 3, No response - evidence of ongoing infection with worsening clinical signs and symptoms, radiological or laboratory parameters of disease | 4, Unable to assess - participant received less than 3 doses of phage in total",,,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
fp_resp_cure_disability,followup_beta,,radio,If Cure:,"0, Without persisting disability | 1, With persisting disability",,,,,,"[sc_meets_inclusion] = ""1"" and [fp_clinical_resp_2wk_after] = ""1""",y,,,,,
fp_resp_partial_status,followup_beta,,radio,If Partial response:,"1, Improvement in clinical signs and symptoms, radiological or laboratory parameters of disease, but with evidence that infection is not completely resolved | 2, Stabilisation of previously documented decline in function, but without obvious improvements, and evidence that infection is not completely resolved",,,,,,"[sc_meets_inclusion] = ""1"" and [fp_clinical_resp_2wk_after] = ""1""",y,,,,,
fp_has_ae_reported_2wk,followup_beta,,radio,Have all AEs occurring during phage therapy and up to 2 weeks after completion of therapy been documented on the AE page (yes/no/not sure)?,"1, Yes | 0, No | 2, Not sure",,,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
fp_has_ae_reported_6mo,followup_beta,,radio,Have all SAEs and any AE related to phage therapy occurring up to 6 months following completion of phage therapy  been documented on the AE page,"1, Yes | 0, Did not receive | 2, Received but did not complete",,,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
fp_has_qol_survey,followup_beta,,radio,"Has the participant received and completed a QoL survery on D1, D29, 3 and 6 months (yes/did not receive/received but did not complete)?","1, Yes | 0, Did not receive | 2, Received but did not complete",,,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
fp_msg_ask_ptp_do_survey,followup_beta,,notes,Please ask participant if they are happy to complete the QoL survey now,,,,,,,"[sc_meets_inclusion] = ""1"" and [fp_has_qol_survey] != ""1""",,,,,,
fp_3mo_pt_has_qol_12mo,followup_beta,,radio,"For participants who have received >3 months phage therapy, has a QoL survey been received and completed at 12 months (yes/did not receive/received but did not complete/not yet 12 months)?","1, Yes | 0, Did not receive | 2, Received but did not complete | 3, Not yet 12 months",,,,,,"[sc_meets_inclusion] = ""1""",,,,,,
abx_no_inclusion_msg,antibiotics_beta,,descriptive,"<div class=""rich-text-field-label""><h3><span style=""background-color: #e03e2d; color: #ffffff;"">     Patient DOES NOT MEET INCLUSION CRITERIA     </span></h3></div>",,,,,,,[sc_meets_inclusion] < 1,,,,,,
abx_name,antibiotics_beta,,dropdown,Antibiotic name,"1, amikacin | 2, amoxycillin | 3, amoxycillin-clavulanate | 4, ampicillin | 5, azithromycin | 6, aztreonam | 7, benzylpenicillin sodium | 8, cefaclor | 9, cefepime | 10, cefotaxime | 11, cefoxitin | 12, ceftaroline | 13, ceftazidime | 14, ceftazidime-avibactam | 15, ceftriaxone | 16, cefuroxime | 17, cephalexin | 18, cephazolin | 19, ciprofloxacin | 20, clarithromycin | 21, clindamycin | 22, clofazimine | 23, colistin | 24, daptomycin | 25, doxycycline | 26, ertapenem | 27, erythromycin | 28, ethambutol | 29, flucloxacillin | 30, fusidate sodium | 31, gentamicin | 32, imipenem-cilastatin | 33, isoniazid | 34, linezolid | 35, meropenem | 36, metronidazole | 37, minocycline | 38, moxifloxacin | 39, nitazoxanide | 40, nitrofurantoin | 41, norfloxacin | 42, phenoxymethylpenicillin benzathine | 43, phenoxymethylpenicillin potassium | 44, piperacillin-tazobactam | 45, procaine penicillin | 46, rifabutin | 47, rifampicin | 48, rifaximin | 49, roxithromycin | 50, sulfamethoxazole-trimethoprim | 51, teicoplanin | 52, tetracycline | 53, tigecycline | 54, tobramycin | 55, trimethoprim | 56, vancomycin | 0, other",,autocomplete,,,,"[sc_meets_inclusion] = ""1""",y,,,,,
abx_other,antibiotics_beta,,text,Other antibiotic,,,,,,,"[sc_meets_inclusion] = ""1"" and [abx_name] = ""0""",y,,,,,@CHARLIMIT=50
abx_usage,antibiotics_beta,,checkbox,Specify antibiotic usages for [abx_name]:,"used_prev, Used previously | used_curr, Used currently | use_cont, Will continue to use",,,,,,"[sc_meets_inclusion] = ""1"" and [abx_name]",y,,,,,
abx_admin_types,antibiotics_beta,,checkbox,How is [abx_name] administered?,"aero, Aerosolised / Nebulised | instl, Instillation | iv, Intravenous (IV) | oral, Oral / Enteral | topic, Topical | other, Other",,,,,,"[sc_meets_inclusion] = ""1"" and [abx_name]",y,,,,,
abx_admin_types_other,antibiotics_beta,,text,Specify administration method,,,,,,,"[sc_meets_inclusion] = ""1"" and [abx_admin_types(other)] = '1'",y,,,,,@CHARLIMIT='50'
abx_pth1_descriptive,antibiotics_beta,,descriptive,"<div class=""header"">Pathogen 1</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_num_target_pathogen] > 0",,,,,,
abx_pth1_pxb_data_spc,antibiotics_beta,,yesno,[Pathogen 1] Is phage-antibiotic synergy testing data available for [abx_name] against [pre_pth1_species]?,,,,,,,[abx_name] and [pre_num_target_pathogen] > 0 and [pre_pth1_species],y,,,,,
abx_pth1_pxb_data_tgt,antibiotics_beta,,yesno,[Pathogen 1] Is phage-antibiotic synergy testing data available for [abx_name] against [pre_pth1_target]?,,,,,,,[abx_name] and [pre_num_target_pathogen] > 0 and [pre_pth1_target] and ![pre_pth1_species],y,,,,,
abx_pth1_pxb_ds_0,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 1] :: Phage: ""[pre_phage1_name]""</div>",,,,,,,[pre_phage1_name] and [pre_num_phage]>0 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),,,,,,
abx_pth1_pxb_ph_0,antibiotics_beta,,yesno,"[Pathogen 1] Data available against phage: ""[pre_phage1_name]""?",,,,,,,[pre_phage1_name] and [pre_num_phage]>0 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),y,,,,,
abx_pth1_pxb_syn_0,antibiotics_beta,,radio,"[Pathogen 1] Synergism vs. phage: ""[pre_phage1_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_0] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_0] = '1'),y,,,,,
abx_pth1_pxb_0_notes,antibiotics_beta,,notes,"[Pathogen 1] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage1_name]""",,,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_0] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_0] = '1'),y,,,,,
abx_pth1_pxb_ds_1,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 1] :: Phage: ""[pre_phage2_name]""</div>",,,,,,,[pre_phage2_name] and [pre_num_phage]>1 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),,,,,,
abx_pth1_pxb_ph_1,antibiotics_beta,,yesno,"[Pathogen 1] Data available against phage: ""[pre_phage2_name]""?",,,,,,,[pre_phage2_name] and [pre_num_phage]>1 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),y,,,,,
abx_pth1_pxb_syn_1,antibiotics_beta,,radio,"[Pathogen 1] Synergism vs. phage: ""[pre_phage2_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_1] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_1] = '1'),y,,,,,
abx_pth1_pxb_1_notes,antibiotics_beta,,notes,"[Pathogen 1] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage2_name]""",,,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_1] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_1] = '1'),y,,,,,
abx_pth1_pxb_ds_2,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 1] :: Phage: ""[pre_phage3_name]""</div>",,,,,,,[pre_phage3_name] and [pre_num_phage]>2 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),,,,,,
abx_pth1_pxb_ph_2,antibiotics_beta,,yesno,"[Pathogen 1] Data available against phage: ""[pre_phage3_name]""?",,,,,,,[pre_phage3_name] and [pre_num_phage]>2 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),y,,,,,
abx_pth1_pxb_syn_2,antibiotics_beta,,radio,"[Pathogen 1] Synergism vs. phage: ""[pre_phage3_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_2] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_2] = '1'),y,,,,,
abx_pth1_pxb_2_notes,antibiotics_beta,,notes,"[Pathogen 1] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage3_name]""",,,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_2] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_2] = '1'),y,,,,,
abx_pth1_pxb_ds_3,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 1] :: Phage: ""[pre_phage4_name]""</div>",,,,,,,[pre_phage4_name] and [pre_num_phage]>3 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),,,,,,
abx_pth1_pxb_ph_3,antibiotics_beta,,yesno,"[Pathogen 1] Data available against phage: ""[pre_phage4_name]""?",,,,,,,[pre_phage4_name] and [pre_num_phage]>3 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),y,,,,,
abx_pth1_pxb_syn_3,antibiotics_beta,,radio,"[Pathogen 1] Synergism vs. phage: ""[pre_phage4_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_3] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_3] = '1'),y,,,,,
abx_pth1_pxb_3_notes,antibiotics_beta,,notes,"[Pathogen 1] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage4_name]""",,,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_3] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_3] = '1'),y,,,,,
abx_pth1_pxb_ds_4,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 1] :: Phage: ""[pre_phage5_name]""</div>",,,,,,,[pre_phage5_name] and [pre_num_phage]>4 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),,,,,,
abx_pth1_pxb_ph_4,antibiotics_beta,,yesno,"[Pathogen 1] Data available against phage: ""[pre_phage5_name]""?",,,,,,,[pre_phage5_name] and [pre_num_phage]>4 and ([abx_pth1_pxb_data_spc] or [abx_pth1_pxb_data_tgt]),y,,,,,
abx_pth1_pxb_syn_4,antibiotics_beta,,radio,"[Pathogen 1] Synergism vs. phage: ""[pre_phage5_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_4] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_4] = '1'),y,,,,,
abx_pth1_pxb_4_notes,antibiotics_beta,,notes,"[Pathogen 1] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage5_name]""",,,,,,,([abx_pth1_pxb_data_spc] and [abx_pth1_pxb_ph_4] = '1') or ([abx_pth1_pxb_data_tgt] and [abx_pth1_pxb_ph_4] = '1'),y,,,,,
abx_pth2_descriptive,antibiotics_beta,,descriptive,"<div class=""header"">Pathogen 2</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_num_target_pathogen] > 1",,,,,,
abx_pth2_pxb_data_spc,antibiotics_beta,,yesno,[Pathogen 2] Is phage-antibiotic synergy testing data available for [abx_name] against [pre_pth2_species]?,,,,,,,[abx_name] and [pre_num_target_pathogen] > 1 and [pre_pth2_species],y,,,,,
abx_pth2_pxb_data_tgt,antibiotics_beta,,yesno,[Pathogen 2] Is phage-antibiotic synergy testing data available for [abx_name] against [pre_pth2_target]?,,,,,,,[abx_name] and [pre_num_target_pathogen] > 1 and [pre_pth2_target] and ![pre_pth2_species],y,,,,,
abx_pth2_pxb_ds_0,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 2] :: Phage: ""[pre_phage1_name]""</div>",,,,,,,[pre_phage1_name] and [pre_num_phage]>0 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),,,,,,
abx_pth2_pxb_ph_0,antibiotics_beta,,yesno,"[Pathogen 2] Data available against phage: ""[pre_phage1_name]""?",,,,,,,[pre_phage1_name] and [pre_num_phage]>0 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),y,,,,,
abx_pth2_pxb_syn_0,antibiotics_beta,,radio,"[Pathogen 2] Synergism vs. phage: ""[pre_phage1_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_0] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_0] = '1'),y,,,,,
abx_pth2_pxb_0_notes,antibiotics_beta,,notes,"[Pathogen 2] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage1_name]""",,,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_0] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_0] = '1'),y,,,,,
abx_pth2_pxb_ds_1,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 2] :: Phage: ""[pre_phage2_name]""</div>",,,,,,,[pre_phage2_name] and [pre_num_phage]>1 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),,,,,,
abx_pth2_pxb_ph_1,antibiotics_beta,,yesno,"[Pathogen 2] Data available against phage: ""[pre_phage2_name]""?",,,,,,,[pre_phage2_name] and [pre_num_phage]>1 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),y,,,,,
abx_pth2_pxb_syn_1,antibiotics_beta,,radio,"[Pathogen 2] Synergism vs. phage: ""[pre_phage2_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_1] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_1] = '1'),y,,,,,
abx_pth2_pxb_1_notes,antibiotics_beta,,notes,"[Pathogen 2] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage2_name]""",,,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_1] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_1] = '1'),y,,,,,
abx_pth2_pxb_ds_2,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 2] :: Phage: ""[pre_phage3_name]""</div>",,,,,,,[pre_phage3_name] and [pre_num_phage]>2 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),,,,,,
abx_pth2_pxb_ph_2,antibiotics_beta,,yesno,"[Pathogen 2] Data available against phage: ""[pre_phage3_name]""?",,,,,,,[pre_phage3_name] and [pre_num_phage]>2 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),y,,,,,
abx_pth2_pxb_syn_2,antibiotics_beta,,radio,"[Pathogen 2] Synergism vs. phage: ""[pre_phage3_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_2] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_2] = '1'),y,,,,,
abx_pth2_pxb_2_notes,antibiotics_beta,,notes,"[Pathogen 2] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage3_name]""",,,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_2] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_2] = '1'),y,,,,,
abx_pth2_pxb_ds_3,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 2] :: Phage: ""[pre_phage4_name]""</div>",,,,,,,[pre_phage4_name] and [pre_num_phage]>3 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),,,,,,
abx_pth2_pxb_ph_3,antibiotics_beta,,yesno,"[Pathogen 2] Data available against phage: ""[pre_phage4_name]""?",,,,,,,[pre_phage4_name] and [pre_num_phage]>3 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),y,,,,,
abx_pth2_pxb_syn_3,antibiotics_beta,,radio,"[Pathogen 2] Synergism vs. phage: ""[pre_phage4_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_3] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_3] = '1'),y,,,,,
abx_pth2_pxb_3_notes,antibiotics_beta,,notes,"[Pathogen 2] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage4_name]""",,,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_3] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_3] = '1'),y,,,,,
abx_pth2_pxb_ds_4,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 2] :: Phage: ""[pre_phage5_name]""</div>",,,,,,,[pre_phage5_name] and [pre_num_phage]>4 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),,,,,,
abx_pth2_pxb_ph_4,antibiotics_beta,,yesno,"[Pathogen 2] Data available against phage: ""[pre_phage5_name]""?",,,,,,,[pre_phage5_name] and [pre_num_phage]>4 and ([abx_pth2_pxb_data_spc] or [abx_pth2_pxb_data_tgt]),y,,,,,
abx_pth2_pxb_syn_4,antibiotics_beta,,radio,"[Pathogen 2] Synergism vs. phage: ""[pre_phage5_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_4] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_4] = '1'),y,,,,,
abx_pth2_pxb_4_notes,antibiotics_beta,,notes,"[Pathogen 2] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage5_name]""",,,,,,,([abx_pth2_pxb_data_spc] and [abx_pth2_pxb_ph_4] = '1') or ([abx_pth2_pxb_data_tgt] and [abx_pth2_pxb_ph_4] = '1'),y,,,,,
abx_pth3_descriptive,antibiotics_beta,,descriptive,"<div class=""header"">Pathogen 3</div>",,,,,,,"[sc_meets_inclusion] = ""1"" and [pre_num_target_pathogen] > 2",,,,,,
abx_pth3_pxb_data_spc,antibiotics_beta,,yesno,[Pathogen 3] Is phage-antibiotic synergy testing data available for [abx_name] against [pre_pth3_species]?,,,,,,,[abx_name] and [pre_num_target_pathogen] > 2 and [pre_pth3_species],y,,,,,
abx_pth3_pxb_data_tgt,antibiotics_beta,,yesno,[Pathogen 3] Is phage-antibiotic synergy testing data available for [abx_name] against [pre_pth3_target]?,,,,,,,[abx_name] and [pre_num_target_pathogen] > 2 and [pre_pth3_target] and ![pre_pth3_species],y,,,,,
abx_pth3_pxb_ds_0,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 3] :: Phage: ""[pre_phage1_name]""</div>",,,,,,,[pre_phage1_name] and [pre_num_phage]>0 and ([abx_pth3_pxb_data_spc] or [abx_pth3_pxb_data_tgt]),,,,,,
abx_pth3_pxb_ph_0,antibiotics_beta,,yesno,"[Pathogen 3] Data available against phage: ""[pre_phage1_name]""?",,,,,,,[pre_phage1_name] and [pre_num_phage]>0 and ([abx_pth3_pxb_data_spc] or [abx_pth3_pxb_data_tgt]),y,,,,,
abx_pth3_pxb_syn_0,antibiotics_beta,,radio,"[Pathogen 3] Synergism vs. phage: ""[pre_phage1_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth3_pxb_data_spc] and [abx_pth3_pxb_ph_0] = '1') or ([abx_pth3_pxb_data_tgt] and [abx_pth3_pxb_ph_0] = '1'),y,,,,,
abx_pth3_pxb_0_notes,antibiotics_beta,,notes,"[Pathogen 3] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage1_name]""",,,,,,,([abx_pth3_pxb_data_spc] and [abx_pth3_pxb_ph_0] = '1') or ([abx_pth3_pxb_data_tgt] and [abx_pth3_pxb_ph_0] = '1'),y,,,,,
abx_pth3_pxb_ds_1,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 3] :: Phage: ""[pre_phage2_name]""</div>",,,,,,,[pre_phage2_name] and [pre_num_phage]>1 and ([abx_pth3_pxb_data_spc] or [abx_pth3_pxb_data_tgt]),,,,,,
abx_pth3_pxb_ph_1,antibiotics_beta,,yesno,"[Pathogen 3] Data available against phage: ""[pre_phage2_name]""?",,,,,,,[pre_phage2_name] and [pre_num_phage]>1 and ([abx_pth3_pxb_data_spc] or [abx_pth3_pxb_data_tgt]),y,,,,,
abx_pth3_pxb_syn_1,antibiotics_beta,,radio,"[Pathogen 3] Synergism vs. phage: ""[pre_phage2_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth3_pxb_data_spc] and [abx_pth3_pxb_ph_1] = '1') or ([abx_pth3_pxb_data_tgt] and [abx_pth3_pxb_ph_1] = '1'),y,,,,,
abx_pth3_pxb_1_notes,antibiotics_beta,,notes,"[Pathogen 3] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage2_name]""",,,,,,,([abx_pth3_pxb_data_spc] and [abx_pth3_pxb_ph_1] = '1') or ([abx_pth3_pxb_data_tgt] and [abx_pth3_pxb_ph_1] = '1'),y,,,,,
abx_pth3_pxb_ds_2,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 3] :: Phage: ""[pre_phage3_name]""</div>",,,,,,,[pre_phage3_name] and [pre_num_phage]>2 and ([abx_pth3_pxb_data_spc] or [abx_pth3_pxb_data_tgt]),,,,,,
abx_pth3_pxb_ph_2,antibiotics_beta,,yesno,"[Pathogen 3] Data available against phage: ""[pre_phage3_name]""?",,,,,,,[pre_phage3_name] and [pre_num_phage]>2 and ([abx_pth3_pxb_data_spc] or [abx_pth3_pxb_data_tgt]),y,,,,,
abx_pth3_pxb_syn_2,antibiotics_beta,,radio,"[Pathogen 3] Synergism vs. phage: ""[pre_phage3_name]""","synergy, Synergy | none, No interaction | antagonism, Antagonism",,,,,,([abx_pth3_pxb_data_spc] and [abx_pth3_pxb_ph_2] = '1') or ([abx_pth3_pxb_data_tgt] and [abx_pth3_pxb_ph_2] = '1'),y,,,,,
abx_pth3_pxb_2_notes,antibiotics_beta,,notes,"[Pathogen 3] Additional phage-antibiotic-pathogen synergy notes against phage ""[pre_phage3_name]""",,,,,,,([abx_pth3_pxb_data_spc] and [abx_pth3_pxb_ph_2] = '1') or ([abx_pth3_pxb_data_tgt] and [abx_pth3_pxb_ph_2] = '1'),y,,,,,
abx_pth3_pxb_ds_3,antibiotics_beta,,descriptive,"<div class=""header"">[Pathogen 3] :: Phage: ""[pre_phage4_name]""</div>",,,,,,,[pre_phage4_name] and [pre_num_phage]>3 and ([abx_pth3_pxb_data_spc] or [abx_pth3_pxb_data_tgt]),,,,,,
